"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","POL","Poland","","TOTL","Total","","1.10","1.10000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","POL","Poland","","RUR","Rural","","0.93","0.93000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","POL","Poland","","URB","Urban","","1.20","1.20000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","POL","Poland","","RUR","Rural","","12.25","12.25000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","POL","Poland","","URB","Urban","","12.49","12.49000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","POL","Poland","","TOTL","Total","","1.46","1.46000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","POL","Poland","","RUR","Rural","","1.34","1.34000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","POL","Poland","","TOTL","Total","","12.29","12.29000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","POL","Poland","","RUR","Rural","","12.56","12.56000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","POL","Poland","","URB","Urban","","12.12","12.12000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","POL","Poland","","TOTL","Total","","12.74","12.74000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","POL","Poland","","URB","Urban","","1.95","1.95000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","POL","Poland","","TOTL","Total","","1.82","1.82000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","POL","Poland","","RUR","Rural","","1.61","1.61000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","POL","Poland","","URB","Urban","","1.95","1.95000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","POL","Poland","","RUR","Rural","","13.12","13.12000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","POL","Poland","","URB","Urban","","15.19","15.19000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","POL","Poland","","TOTL","Total","","1.66","1.66000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","POL","Poland","","RUR","Rural","","1.31","1.31000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","POL","Poland","","TOTL","Total","","13.93","13.93000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","POL","Poland","","RUR","Rural","","14.56","14.56000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","POL","Poland","","URB","Urban","","12.92","12.92000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPOL2014","source","","PUBLISHED","Published","","2014","2014","","EUR","Europe","","POL","Poland","","TOTL","Total","","12.61","12.61000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPOL2015","source","","PUBLISHED","Published","","2015","2015","","EUR","Europe","","POL","Poland","","URB","Urban","","1.09","1.09000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPRT2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","PRT","Portugal","","TOTL","Total","","18.38","18.38000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPRT2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","PRT","Portugal","","RUR","Rural","","21.00","21.00000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPRT2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","PRT","Portugal","","URB","Urban","","15.07","15.07000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPPRT2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","PRT","Portugal","","TOTL","Total","","3.31","3.31000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPRY2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","PRY","Paraguay","","TOTL","Total","","7.10","7.10000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPPRY2014","source","","PUBLISHED","Published","","2014","2014","","AMR","Americas","","PRY","Paraguay","","RUR","Rural","","10.72","10.72000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","ROU","Romania","","URB","Urban","","1.13","1.13000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ROU","Romania","","TOTL","Total","","1.20","1.20000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ROU","Romania","","RUR","Rural","","0.95","0.95000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2000","source","","PUBLISHED","Published","","2000","2000","","EUR","Europe","","ROU","Romania","","URB","Urban","","1.41","1.41000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ROU","Romania","","RUR","Rural","","6.64","6.64000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ROU","Romania","","URB","Urban","","8.41","8.41000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ROU","Romania","","TOTL","Total","","1.55","1.55000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","ROU","Romania","","RUR","Rural","","1.38","1.38000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","ROU","Romania","","TOTL","Total","","9.62","9.62000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","ROU","Romania","","RUR","Rural","","9.22","9.22000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","ROU","Romania","","URB","Urban","","10.01","10.01000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","ROU","Romania","","TOTL","Total","","2.07","2.07000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","ROU","Romania","","TOTL","Total","","10.62","10.62000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","ROU","Romania","","RUR","Rural","","8.67","8.67000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","ROU","Romania","","URB","Urban","","3.02","3.02000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ROU","Romania","","TOTL","Total","","2.70","2.70000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ROU","Romania","","RUR","Rural","","1.90","1.90000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","ROU","Romania","","URB","Urban","","3.36","3.36000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ROU","Romania","","RUR","Rural","","9.79","9.79000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ROU","Romania","","URB","Urban","","15.68","15.68000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ROU","Romania","","TOTL","Total","","2.39","2.39000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","ROU","Romania","","RUR","Rural","","1.67","1.67000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ROU","Romania","","TOTL","Total","","12.55","12.55000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ROU","Romania","","RUR","Rural","","14.94","14.94000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPROU2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ROU","Romania","","URB","Urban","","9.66","9.66000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPROU2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","ROU","Romania","","TOTL","Total","","2.01","2.01000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS1993","source","","PUBLISHED","Published","","1993","1993","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","1.91","1.91000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS1993","source","","PUBLISHED","Published","","1993","1993","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","2.41","2.41000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS1997","source","","PUBLISHED","Published","","1997","1997","","EUR","Europe","","RUS","Russian Federation","","URB","Urban","","0.87","0.87000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","0.31","0.31000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","0.26","0.26000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS1999","source","","PUBLISHED","Published","","1999","1999","","EUR","Europe","","RUS","Russian Federation","","URB","Urban","","0.33","0.33000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2001","source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","1.33","1.33000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2001","source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","RUS","Russian Federation","","URB","Urban","","2.14","2.14000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2001","source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","0.39","0.39000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2001","source","","PUBLISHED","Published","","2001","2001","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","0.15","0.15000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2003","source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","1.41","1.41000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2003","source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","1.18","1.18000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2003","source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","RUS","Russian Federation","","URB","Urban","","1.49","1.49000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2003","source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","0.13","0.13000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","3.40","3.40000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRUS2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","3.45","3.45000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","RUS","Russian Federation","","URB","Urban","","0.27","0.27000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","RUS","Russian Federation","","TOTL","Total","","0.66","0.66000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","RUS","Russian Federation","","RUR","Rural","","0.68","0.68000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRUS2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","RUS","Russian Federation","","URB","Urban","","0.33","0.33000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPRWA2005","source","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","RWA","Rwanda","","TOTL","Total","","0.36","0.36000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRWA2016","source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","RWA","Rwanda","","TOTL","Total","","1.15","1.15000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRWA2016","source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","RWA","Rwanda","","RUR","Rural","","1.13","1.13000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPRWA2016","source","","PUBLISHED","Published","","2016","2016","","AFR","Africa","","RWA","Rwanda","","URB","Urban","","1.23","1.23000","","","","",""
